iata	icao	name	municipality	lat	lon
PKK	VYPU	Pakhokku Airport	Pakhokku	21.404300	95.111250
PKM	SYPK	Port Kaituma Airport	Port Kaituma	7.742220	-59.882612
PKN	WAGI	Iskandar Airport	Pangkalanbun	-2.705200	111.672997
PKO	DBBP	Parakou Airport	Parakou	9.357690	2.609680
PKP	NTGP	Puka Puka Airport		-14.809550	-138.812621
PKR	VNPK	Pokhara Domestic Airport	Pokhara	28.200621	83.981203
PKT	YPKT	Port Keats Airport	Wadeye	-14.249701	129.529538
PKU	WIBB	Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB	Pekanbaru	0.458647	101.444321
PKV	ULOO	Princess Olga Pskov International Airport	Pskov	57.781316	28.393840
PKW	FBSP	Selebi Phikwe Airport	Selebi Phikwe	-22.058300	27.828800
PKX	ZBAD	Beijing Daxing International Airport	Beijing	39.501289	116.413967
PKY	WAGG	Tjilik Riwut Airport	Palangkaraya	-2.227146	113.943388
PKZ	VLPS	Pakse International Airport	Pakse	15.133973	105.779871
PLA	SK-434	Planadas Airport	Planadas	3.197051	-75.642042
PLD	MRCR	Playa Samara/Carrillo Airport	Carrillo	9.870510	-85.481400
PLE	AYPB	Paiela Airport	Paiela	-5.372407	142.975774
PLF	FTTP	Pala Airport	Pala	9.378060	14.925000
PLJ	MZPL	Placencia Airport	Placencia	16.536957	-88.361511
PLK	KPLK	M. Graham Clark Downtown Airport	Branson / Hollister	36.625900	-93.228897
PLL	SBMN	Ponta Pelada Airport / Manaus Air Base	Manaus	-3.146040	-59.986301
PLM	WIPP	Sultan Mahmud Badaruddin II Airport	Palembang	-2.897653	104.698147
PLN	KPLN	Pellston Regional Airport of Emmet County Airport	Pellston	45.570900	-84.796700
